Name,V,M,n,np,B,G,E,v,H,B',G',_,vL,vS,va,_e,_el,_es,_e,A,y-theory,y-exp
2752431_KSnLa,469.11,1186.83,12,3,24.3843,4.89768,13.77105059,0.405874883,0.774540472,-0.84013,0.21454,4.196771117,2.714086921,1.080283047,1.223885588,74.4410551,4.037227441,-10.44121088,8.838117723,2.25E-04,1.916985682,1.88
2805096_NaBiSr,419.99,1278.36,12,3,21.4299,7.14849,19.29952078,0.349901922,1.749373517,-0.30039,-0.23761,5.049119887,2.476288218,1.189869454,1.337768591,84.42374401,4.019525414,6.813396528,6.027750522,8.98E-05,2.491204403,1.83
2672659_NaKTe,483.06,758.752,12,3,15.605,5.42642,14.58830095,0.344192022,1.56308432,-0.11758,-0.03234,2.605554919,2.960738759,1.44313376,1.621269706,97.65283106,1.532697861,1.272787006,1.364934218,2.54E-06,1.323722372,1.82
23268_NaI,68.77,149.894,2,2,14.7171,8.73427,21.87530786,0.252268814,3.859496751,-0.84855,-0.43094,3.619376589,2.698850488,1.553446926,1.725079609,125.3581957,1.689530955,1.529854268,1.584868344,3.64E-06,2.920613883,1.8
12725_AgNbO3,63.54,248.778,5,5,194.516,81.7014,215.0021717,0.315780217,9.526097652,-10.562,-3.04992,6.50149615,6.831841385,3.544933515,3.967624533,296.0225277,1.364878937,1.019310053,1.146135606,1.67E-06,6.553102229,1.79
1752361_NaPtLi,230.26,900.32,12,3,35.6292,12.7211,34.10440499,0.340466036,2.653735795,-0.48869,-0.20264,6.486043501,2.847504437,1.400465468,1.572551242,121.2537658,1.494644668,1.667289768,1.611797446,3.79E-06,2.510400617,1.76
977408_TlNbO3,67.38,345.29,5,5,180.733,99.1291,251.4206015,0.268147302,14.57569298,-8.62283,-2.6591,8.50945101,6.063949457,3.413106268,3.797374901,277.8325165,1.143474558,0.737054632,0.893314638,9.19E-07,6.940590025,1.75
8399_CsCdF3,94.67,302.305,5,5,58.6108,26.5881,69.28719326,0.30297376,5.405331874,-2.5468,-0.73035,5.302510062,4.211777598,2.239251641,2.502138734,163.449599,1.605019133,1.133581085,1.30971989,2.30E-06,5.383126956,1.73
20320_InTe,269.21,969.68,8,8,20.9932,12.1476,30.55022637,0.257459349,4.544423328,-0.33592,-0.20054,5.981165207,2.493562109,1.425122977,1.583547352,73.01474803,2.016933599,2.055474884,2.042708589,6.69E-06,1.628094132,1.7
2750764_MgBaSn,458.11,1121.37,12,3,26.8463,8.0586,21.97683161,0.36356387,1.658520329,-0.19259,-0.06538,4.060510341,3.042651464,1.408768036,1.586809139,97.28174797,1.538023814,1.691672983,1.642054832,3.96E-06,2.046058236,1.61
22925_AgI,72.81,234.772,2,2,27.2524,8.34892,22.72601424,0.361015212,1.734073928,-1.56387,0.19206,5.354313757,2.677471559,1.248714749,1.406040726,100.248409,1.073686895,-1.004133585,1.027841113,1.29E-06,2.005160123,1.51
1883_SnTe,65.61,246.31,2,2,41.2661,30.211,72.85411546,0.205754782,10.1970709,-2.06878,-1.28032,6.233910382,3.616803138,2.201416783,2.43183428,179.5094141,1.35229622,1.223585149,1.267941415,2.13E-06,12.68846511,1.5
2757553_PbKLa,483.46,1540.79,12,3,21.659,8.00303,21.37624006,0.33550918,2.106418289,-0.06027,-0.78155,5.286696306,2.472912219,1.230368039,1.380641862,83.13631766,8.075531296,23.43990253,19.69832706,1.54E-03,4.818422577,1.5
6951_RbCdF3,91.3,254.873,5,5,61.3,26.3467,69.13532717,0.312030106,5.047493492,-3.07005,-0.59207,4.63555354,4.560924474,2.384033273,2.667008534,176.3372562,1.660431319,0.859192189,1.187918992,1.82E-06,5.414897603,1.46
961695_CoLaTe,70.21,325.433,3,3,84.9865,31.008,82.93723073,0.337352147,4.583814159,-4.32078,-4.29995,7.696817071,4.051338443,2.007156773,2.252856848,162.5837756,2.627174157,4.701423657,4.127501781,3.62E-05,13.61740362,1.42
5342_AgGaS2,178.11,483.446,8,8,62.8958,19.8709,53.93295481,0.357083847,2.985481946,-1.42128,0.21616,4.507214385,4.453394521,2.099687491,2.362966963,125.0368856,0.962149484,-1.135426451,1.080758697,1.45E-06,2.753548921,1.4
2695018_SrGeBa,497.85,1190.23,12,3,22.696,7.62895,20.58085862,0.348865743,1.833559285,-0.0809,0.1106,3.96582769,2.8788516,1.386964879,1.559145262,92.97160718,-0.670808723,-3.775433928,3.106862675,1.83E-05,2.515161085,1.35
961656_FeTeV,48.62,234.388,3,3,159.941,52.2497,141.356291,0.352699547,5.46555278,-10.5896,-2.88182,8.005140651,5.355602441,2.554802998,2.873445085,234.3911354,1.361344939,1.174145705,1.239690327,2.02E-06,16.07065852,1.26
2694592_YGeK,371.77,802.456,12,3,29.6828,3.0162,8.752151774,0.450857333,0.262816024,-0.26755,-0.13701,3.580538492,3.068097288,0.917816571,1.045991377,68.74903188,2.3164217,8.277104917,6.889284944,1.24E-04,0.855302941,1.24
8397_CsSrF3,112.51,277.514,5,5,42.7814,21.7905,55.88350242,0.282290503,5.509606504,-1.56315,-0.38071,4.095833754,4.187917299,2.306547684,2.570664198,158.5349087,1.454968228,0.816185542,1.072263995,1.42E-06,4.409000364,1.13
22535_PbHfO3,71.38,433.69,5,5,171.413,89.5169,228.7335717,0.277599937,12.96558558,-8.5108,-3.01734,10.08907645,5.368441753,2.97870031,3.317870034,238.1279947,1.371791044,1.036333712,1.158991773,1.72E-06,6.20943773,1.12
4950_KCaF3,89.4,136.17,5,5,53.9291,28.1987,72.03991141,0.277362279,6.606157623,-0.000946554,-0.56445,2.529254124,6.015604151,3.33901454,3.719103238,247.6294694,0.201349285,0.728087879,0.605740718,3.62E-07,1.823057859,1.06
561947_CsHgF3,101.92,390.484,5,5,56.4703,18.7382,50.61605917,0.350611563,3.055187697,-1.33785,-0.41747,6.36198113,3.578174616,1.716199404,1.92970507,122.9931899,1.018564989,0.968675639,0.985586057,1.16E-06,2.710027485,1
22922_AgCl,44.05,143.321,2,2,42.8008,9.54988,26.66634096,0.396161049,1.294576229,-4.21795,-0.74278,5.402720058,3.206071039,1.329513418,1.50424305,126.8078021,1.89897558,1.54641554,1.672215127,4.14E-06,2.5457419,1
2750457_NaBaSn,512.36,1116.11,12,3,17.5157,4.09462,11.39586192,0.391565263,0.833018596,-0.10854,0.02253,3.613543124,2.521523188,1.064486556,1.203625452,71.08798762,0.708630864,-1.576256665,1.350472492,2.48E-06,0.762803305,1
1016821_BaSiO3,56.49,213.412,5,5,178.613,124.522,303.1239457,0.217150165,22.05203094,-10.9845,-7.99104,6.273296425,7.412016993,4.455281394,4.927750285,382.3561671,1.60676541,1.645920063,1.63297283,3.91E-06,13.42005849,0.87
14099_AgZnF3,67.42,230.252,5,5,87.3594,29.6287,79.85792963,0.347644845,4.097824182,-4.64088,-1.038,5.671046538,4.729749775,2.28572876,2.569061629,187.9265781,1.434245895,1.014315962,1.171144031,1.76E-06,1.596463111,0.8
2729648_MnTeTi,209.65,921.672,12,3,136.262,32.2659,89.71630004,0.390264955,2.82915582,-2.08518,-0.76469,7.292609971,4.958248671,2.103441307,2.377956995,189.1772772,1.648657724,2.3176474,2.118258029,7.30E-06,10.55199431,0.77
10175_KCdF3,89.39,208.503,5,5,60.9608,24.6721,65.21794798,0.321694302,4.527333223,-2.89818,-0.43308,3.873217799,4.9226303,2.523870682,2.826984809,188.2364664,1.488435736,0.617883923,0.996494192,1.19E-06,1.496215024,0.75
7482_RbHgF3,98.95,343.052,5,5,57.4446,18.7115,50.6365333,0.353085891,2.98716368,-2.06489,-0.24968,5.756953283,3.783114695,1.802843172,2.02780452,130.5261174,1.27314747,0.493511192,0.838254351,7.89E-07,0.792304811,0.43
2136_Sb2O3,361.45,1166,20,20,13.5596,20.2994,40.62543168,0.000655972,18.66096793,-0.40453,-0.28799,5.356719056,2.753910023,1.946669238,2.110794607,88.22124158,3.341100413,2.397300384,2.74815394,1.36E-05,1.715851877,0.4
7483_KHgF3,389.13,1186.728,20,20,55.5039,15.5995,42.78977785,0.371511198,2.259855869,-0.55225,-0.03342,5.064132071,3.88167311,1.755103885,1.979060317,80.70567208,1.355134345,0.250164789,0.80861073,7.24E-07,0.252008552,0.37
21043_RbPbF3,113.12,349.662,5,5,49.6481,19.4144,51.52684509,0.327026462,3.77991025,-1.50273,-0.25498,5.132838373,3.836121479,1.944836928,2.179931171,134.1960034,1.213153633,0.576166941,0.843737405,8.01E-07,0.920056249,0.32
2694811_KGeBa,514.04,996.14,12,3,17.0831,6.22177,16.64461914,0.337611254,1.78749964,-0.10845,-0.00604,3.214585077,2.809784565,1.391215841,1.561571155,92.12823188,1.013203721,0.082844453,0.58887129,3.38E-07,1.064399657,0.22
542680_Au4In8Na12,631.16,1982.304,24,24,29.6136,17.2377,43.30974867,0.256250795,5.615733477,-0.16915,0.18466,5.215300511,3.175715901,1.818025582,2.019838117,70.1046255,-0.629041978,-3.547338264,2.919070134,1.58E-05,1.50476311,0.158
23425_Cs8Pb4Cl24,318.98,685.718,9,9,7.90408,3.76125,9.738951553,0.294642945,1.820756861,-0.11943,-0.0549,3.569691164,1.902394018,1.026480677,1.145781266,49.92566193,2.21140969,2.161283084,2.178120134,7.80E-06,0.355214587,0.157
21613_K5Pb24,995,5168.29,29,29,29.5983,8.44429,23.13295348,0.369739402,1.606076352,-0.11003,-0.02278,8.625262912,2.176451252,0.989453522,1.115440506,33.26457534,1.542956024,1.17542959,1.309450614,2.30E-06,0.292956897,0.135
20118_Ag2Cr4Te8,356.66,1444.52,14,14,61.705,6.38702,18.52199586,0.44997165,0.416537065,-0.76691,0.12912,6.725393536,3.23128107,0.974518946,1.110491712,46.62016281,1.34373232,-3.771786049,3.175865055,1.93E-05,0.472718721,0.107
621624_Sb6Tl21,833.92,5022.48,27,27,29.3115,16.6745,42.04983759,0.260902504,5.361646582,-0.16194,-0.10039,10.00097576,2.270223286,1.291234802,1.435362682,45.40079457,2.226115994,2.343670339,2.305151747,8.94E-06,0.91902608,0.089
30717_Hg4K2,210.12,880.556,6,6,9.70006,5.4157,13.69785544,0.264643115,2.716863032,0.64308,0.34669,6.958860598,1.559350913,0.882182079,0.981090058,49.13183788,-7.029521448,-6.892159475,6.938248968,1.26E-04,0.901755135,0.086
